Key,Value
8566,"Even though you're allied to %fae, whom members of %fnpc such as myself dislike, I think I can help you.[/center]
[/record]
I don't really like friends of %fae, but I'll make an exception in your case.[/center]
[/record]
As a loyal member of %fnpc I really shouldn't help any friend of %fae. But you ve talked me into it.[/center]
[/record]
I suppose you want my help?[/center]
[/end]"
8567,"Aren't you a member of %fpc?[/center]
They're allied to %fae,[/center]
who are the enemy of %fnpc.[/center]
I won't help your sort.[/center]
[/record]
I hate %fae, and their friends.[/center]
Buzz off.[/center]
[/record]
Aren't %fpc cozy with[/center]
%fae? I'm of %fnpc.[/center]
I can't stand %fae.[/center]
Just get out of here.[/center]
[/record]
I couldn't help you even if[/center]
I wanted to, which I don't.[/center]
[/end]"
8568,"Look, don't tell any of my fellow %fnpc that I helped you. %fpc are enemies of %fea, while we are their friends.[/center]
[/record]
I have no love for %fea, even though %fnpc is in bed with them. I'll help you, but don't spread it around.[/center]
[/record]
I really shouldn't help enemies of %fea. After all, their friends of %fnpc. But I ll make an exception in your case.[/center]
[/record]
Good day.[/center]
[/end]"
8569,"We of %fnpc are allied with[/center]
%fea. %fpc are[/center]
it's enemy. Why should I help you?[/center]
[/record]
I don't help those of %fpc.[/center]
At least not until they cease bickering[/center]
with my friends in %fea.[/center]
[/record]
My best friend is in %fea. You %fpc hates[/center]
them, so get out of my face![/center]
[/record]
Your breath stinks. Get away from me.[/center]
[/end]"
8570,"Well met, stranger.[/center]
[/end]"
8571,"Why would I help a complete stranger,[/center]
especially one with your reputation?[/center]
[/record]
I despise your kind. Just go away.[/record]
I've heard of you. Nothing good of course. Get lost.[/record]
I don't have time for your type.[/record]
Me? Help you? Ha-ha-ha![/end]"
8600,Insert action type 11 here... (do not translate)[/end]
8604,"A familiar voice laughs mockingly,[/center]
""So, %pcn, come to pay[/center]
your respects properly at last?""[/center]
[/end]"
8605,"Hear me:[/center]
The Blind God is a jealous god.[/center]
Let His true servants lift up their eyes[/center]
unto Him, and the Way will be easy.[/center]
Hear me![/center]
[/end]"
8607,"Ah, at last!  I was beginning to think you[/center]
wouldn't get this far.  A dreary place, don't[/center]
you agree?  And guarded by a pompous upstart--[/center]
he's no more a god than I am.  Well, carry on.[/center]
We will meet again soon, unless you are not as[/center]
foolhardy as you appear.[/center]
[/end]"
8609,"Here lies the spirit of Benefactor,[/center]
though his body still guards the way.[/center]
[/end]"
8616,"The guard by the door intones in a bored voice,[/center]
""All those having business with Queen Akorithi[/center]
pass through the door at the back of the hall.""[/center]
[/end]"
8617,"The guard by the door intones in a bored voice,[/center]
""All those having business with Queen Akorithi[/center]
pass through the door at the back of the hall[/center]
on the right hand side.""[/center]
[/end]"
8690,"Game Hint![/center]
[/center]
The easiest way to get back your lost health[/center]
is to rest. However, the game won't let you do[/center]
that if there are monsters near by. Kill the[/center]
monster behind this door, and the one in the next[/center]
room down the hall. Then you will be allowed to[/center]
rest and recover lost health.[/center]
[/end]"
8691,"Game Hint![/center]
[/center]
This corner is a good place to rest. Don't get[/center]
too close to the stairs, or you'll wake up a[/center]
monster![/center]
[/end]"
8692,"Game Hint![/center]
[/center]
If you have difficulty getting onto the platform,[/center]
try jumping with the J key. You must be moving[/center]
forward at the time. The faster you are moving,[/center]
the further you jump.[/center]
[/end]"
8693,"Game Hint![/center]
[/center]
You should be looking for the exit about now.[/center]
It is a tall, narrow archway showing stairs[/center]
leading off into darkness. When you see it, click[/center]
on it to exit the dungeon.[/center]
[/end]"
8700,"(caster only)[/left]
[/left]
Ever the vain one, Clavicus Vile made a[/left]
masque suited to his own personality.[/left]
The bearer of the masque is more likely[/left]
to get a positive response from the[/left]
people of Tamriel. The higher his[/left]
personality, the larger the bonus. The[/left]
best known story of the masque tells the[/left]
tale of Avalea, a noblewoman of some[/left]
renown. As a young girl, she was grossly[/left]
disfigured by a spiteful servant. Avalea[/left]
made a dark deal with Clavicus Vile and[/left]
received the masque in return. Though the[/left]
masque did not change her looks, suddenly[/left]
she had the respect and admiration of[/left]
everyone. A year and a day after her[/left]
marriage to a well connected baron,[/left]
Clavicus reclaimed his masque. Although[/left]
pregnant with his child, Avalea was[/left]
banished from the baron's household.[/left]
Twenty one years and one day later,[/left]
Avalea's daughter claimed her vengeance[/left]
by slaying the baron.[/left]
[/left]
Spells: None[/left]
[/end]"
8701,"(1 target, save vs. magic)[/left]
[/left]
The Dark Brotherhood has covetted this[/left]
ebony dagger for generations. This[/left]
mythical artifact is capable of slaying[/left]
any creature instantly. Victims of the[/left]
Razor must save vs. magic or be slain.[/left]
History does not record any bearers of[/left]
Mehrunes  Razor. However, eighty years[/left]
ago the Dark Brotherhood was decimated[/left]
by a vicious internal power struggle. It[/left]
is suspected that the razor was involved.[/left]
[/left]
Spells: None[/left]
[/end]"
8702,"(1 target, save vs. magic)[/left]
[/left]
Also known as the Vampire's Mace, the[/left]
Mace of Molag Bal drains its victims of[/left]
spell points and gives them to the[/left]
bearer. If the victim has no spell[/left]
points, he is drained of strength, which[/left]
is also transferred to the wielder. Using[/left]
the Mace of Molag Bal can actually give[/left]
its bearer more spell points or more[/left]
strength than he would have fully rested.[/left]
However, these bonus points are temporary.[/left]
Molag Bal has been quite free with his[/left]
artifact. There are many legends about[/left]
the mace. It seems to be a favorite for[/left]
vanquishing mad wizards.[/left]
[/left]
Spells: None[/left]
[/end]"
8703,"(caster only)[/left]
[/left]
The curse of lycanthropy has its[/left]
advantages. The incredible strength, speed,[/left]
ferocity of a werebeast make it a fearsome[/left]
opponent. There are, of course,[/left]
disadvantages. The bearer of the Hircine[/left]
Ring can choose when to be a lycanthrope[/left]
and when not. Essentially this gives him[/left]
all the advantages with few of the[/left]
negatives.[/left]
[/left]
Spells: None[/left]
[/end]"
8704,"(caster only)[/left]
[/left]
The Sanguine Rose is not an artifact[/left]
most folk would care to have. It summons[/left]
a lesser Daedra to the user. The Daedra[/left]
will attack any other creature in the area[/left]
except the bearer of the rose. The rose[/left]
is like any other in that it will wilt.[/left]
The more of its power that is used, the[/left]
more wilted it becomes. Eventually all its[/left]
petals fall off and it loses its powers.[/left]
Somewhere in Oblivion a new rose blooms[/left]
and is plucked by Sanguine herself to be[/left]
given to a new champion.[/left]
[/left]
Spells: None[/left]
[/end]"
8705,"(caster only)[/left]
[/left]
The Oghma Infinium is a tome of[/left]
knowledge written by the Ageless One,[/left]
the wizard-sage Xarses. All who read the[/left]
Infinium are filled with the energy of[/left]
the artifact which can be manipulated to[/left]
raise one s abilities to near demi-god[/left]
proportions. Once used, legend has it,[/left]
the Infinium will disappear from its[/left]
wielder. It leaves one with 30 bonus[/left]
points to distribute among the character's[/left]
attributes as one wants.[/left]
[/left]
Spells: None[/left]
[/end]"
8706,"(1 target, save vs. magic)[/left]
[/left]
Madness and chaos are the trademarks of[/left]
Sheogorath. The Wabbajack embodies these[/left]
same traits. Using the artifact on a[/left]
creature will transform it into something[/left]
else. The creature can become any one of[/left]
the following monsters: rat, imp, spriggan,[/left]
giant bat, grizzly bear, spider, nymph,[/left]
harpy, skeletal warrior, giant, zombie,[/left]
giant scorpion, iron atronach, flesh[/left]
atronach, ice atronach, fire atronach,[/left]
lich. The problem is the bearer has no way[/left]
of controlling the transformation. He[/left]
could change a giant bat into a lich, or[/left]
a fire atronach into a rat.[/left]
[/left]
Spells: None[/left]
[/end]"
8707,"(caster only)[/left]
[/left]
Namira is aligned with the darker side[/left]
of nature, as is her ring. While the ring[/left]
is being worn, any damage the bearer[/left]
takes is suffered by the attacker as well.[/left]
Spells and missile attacks are ignored.[/left]
How much damage the attacker suffers[/left]
depends upon his nature. Animals and[/left]
Spriggans take no damage, being creatures[/left]
of natures. Daedric beings only take half[/left]
the damage they do, being supernatural[/left]
creatures. Humanoids and monsters take[/left]
full damage. Undead take twice the damage[/left]
they dole out, because they are wholly[/left]
unnatural creatures.[/left]
[/left]
Spells: None[/left]
Casting Cost: Equal to the damage done[/left]
to the opponent.[/left]
[/end]"
8708,"(1 target, save vs. magic)[/left]
[/left]
Using the Skull of Corruption on an[/left]
opponent creates a duplicate of the[/left]
victim. However, this duplicate will[/left]
attack the original, not the wielder[/left]
of the Skull. There is a story about[/left]
the Thieves Guild Master and the skull[/left]
that is probably fiction, but highly[/left]
amusing. The Master used the skull on[/left]
her enemy, creating a clone of him to[/left]
fight. After defeating the original,[/left]
the clever duplicate snatched the Skull[/left]
from the Master and used it on her.[/left]
Although the cloned enemy could not[/left]
directly attack the Master, it could[/left]
use the Skull to create a duplicate[/left]
Master. The two clones jointly ruled[/left]
the Thieves Guild for years.[/left]
[/left]
Spells: None[/left]
[/end]"
8709,"(1 target, save vs. magic)[/left]
[/left]
Few mortals have the stomach to trade[/left]
in souls. The Dark Brotherhood does it,[/left]
as do certain groups within the Mages[/left]
Guild. For these cruel folk, Azura's Star[/left]
has a particular fascination. The Star[/left]
acts as a reusable soul gem. The soul of[/left]
any creature killed by the bearer of the[/left]
Star is trapped within it. If the Star[/left]
already carries a soul, nothing happens.[/left]
Using Azura s Star empties it, freeing[/left]
the trapped soul to make its journey to[/left]
Oblivion. Azura's Star can be used to[/left]
make magical items over and over and over.[/left]
[/left]
Spells: None[/left]
[/end]"
